,Unnamed: 0,0,1,2
0,0,../data/features/pca_500/getl_01_left.npy,0,test
1,1,../data/features/pca_500/getl_01_right.npy,0,train
2,2,../data/features/pca_500/getl_02_left.npy,0,train
3,3,../data/features/pca_500/getl_02_right.npy,0,train
4,4,../data/features/pca_500/getl_03_left.npy,0,train
5,5,../data/features/pca_500/getl_03_right.npy,0,train
6,6,../data/features/pca_500/getl_04_left.npy,0,test
7,7,../data/features/pca_500/getl_04_right.npy,0,train
8,8,../data/features/pca_500/getl_05_left.npy,0,test
9,9,../data/features/pca_500/getl_05_right.npy,0,train
10,10,../data/features/pca_500/getl_06_left.npy,0,train
11,11,../data/features/pca_500/getl_06_right.npy,0,train
12,12,../data/features/pca_500/getl_07_left.npy,0,train
13,13,../data/features/pca_500/getl_07_right.npy,0,train
14,14,../data/features/pca_500/getl_08_left.npy,0,train
15,15,../data/features/pca_500/getl_08_right.npy,0,train
16,16,../data/features/pca_500/getl_09_left.npy,0,train
17,17,../data/features/pca_500/getl_09_right.npy,0,test
18,18,../data/features/pca_500/getl_10_left.npy,0,train
19,19,../data/features/pca_500/getl_10_right.npy,0,train
20,20,../data/features/pca_500/getl_11_left.npy,0,test
21,21,../data/features/pca_500/getl_11_right.npy,0,train
22,22,../data/features/pca_500/getr_01_left.npy,0,train
23,23,../data/features/pca_500/getr_01_right.npy,0,train
24,24,../data/features/pca_500/getr_02_left.npy,0,test
25,25,../data/features/pca_500/getr_02_right.npy,0,test
26,26,../data/features/pca_500/getr_03_left.npy,0,test
27,27,../data/features/pca_500/getr_03_right.npy,0,test
28,28,../data/features/pca_500/getr_04_left.npy,0,train
29,29,../data/features/pca_500/getr_04_right.npy,0,test
30,30,../data/features/pca_500/getr_05_left.npy,0,train
31,31,../data/features/pca_500/getr_05_right.npy,0,test
32,32,../data/features/pca_500/getr_06_left.npy,0,train
33,33,../data/features/pca_500/getr_06_right.npy,0,train
34,34,../data/features/pca_500/getr_08_left.npy,0,train
35,35,../data/features/pca_500/getr_08_right.npy,0,train
36,36,../data/features/pca_500/getr_09_left.npy,0,train
37,37,../data/features/pca_500/getr_09_right.npy,0,train
38,38,../data/features/pca_500/getr_10_left.npy,0,test
39,39,../data/features/pca_500/getr_10_right.npy,0,train
40,40,../data/features/pca_500/getr_11_left.npy,0,train
41,41,../data/features/pca_500/getr_11_right.npy,0,train
42,42,../data/features/pca_500/movl_01_left.npy,1,train
43,43,../data/features/pca_500/movl_01_right.npy,1,train
44,44,../data/features/pca_500/movl_02_left.npy,1,train
45,45,../data/features/pca_500/movl_02_right.npy,1,train
46,46,../data/features/pca_500/movl_03_left.npy,1,train
47,47,../data/features/pca_500/movl_03_right.npy,1,train
48,48,../data/features/pca_500/movl_04_left.npy,1,train
49,49,../data/features/pca_500/movl_04_right.npy,1,train
50,50,../data/features/pca_500/movl_05_left.npy,1,train
51,51,../data/features/pca_500/movl_05_right.npy,1,test
52,52,../data/features/pca_500/movl_06_left.npy,1,train
53,53,../data/features/pca_500/movl_06_right.npy,1,train
54,54,../data/features/pca_500/movl_07_left.npy,1,train
55,55,../data/features/pca_500/movl_07_right.npy,1,train
56,56,../data/features/pca_500/movl_08_left.npy,1,train
57,57,../data/features/pca_500/movl_08_right.npy,1,test
58,58,../data/features/pca_500/movl_09_left.npy,1,train
59,59,../data/features/pca_500/movl_09_right.npy,1,train
60,60,../data/features/pca_500/movl_10_left.npy,1,test
61,61,../data/features/pca_500/movl_10_right.npy,1,train
62,62,../data/features/pca_500/movl_11_left.npy,1,test
63,63,../data/features/pca_500/movl_11_right.npy,1,train
64,64,../data/features/pca_500/movl_12_left.npy,1,train
65,65,../data/features/pca_500/movl_12_right.npy,1,test
66,66,../data/features/pca_500/movl_13_left.npy,1,train
67,67,../data/features/pca_500/movl_13_right.npy,1,train
68,68,../data/features/pca_500/movl_14_left.npy,1,train
69,69,../data/features/pca_500/movl_14_right.npy,1,train
70,70,../data/features/pca_500/movl_15_left.npy,1,test
71,71,../data/features/pca_500/movl_15_right.npy,1,train
72,72,../data/features/pca_500/movl_16_left.npy,1,train
73,73,../data/features/pca_500/movl_16_right.npy,1,train
74,74,../data/features/pca_500/movl_17_left.npy,1,test
75,75,../data/features/pca_500/movl_17_right.npy,1,test
76,76,../data/features/pca_500/movl_18_left.npy,1,test
77,77,../data/features/pca_500/movl_18_right.npy,1,train
78,78,../data/features/pca_500/movl_19_left.npy,1,train
79,79,../data/features/pca_500/movl_19_right.npy,1,train
80,80,../data/features/pca_500/movl_20_left.npy,1,train
81,81,../data/features/pca_500/movl_20_right.npy,1,train
82,82,../data/features/pca_500/movl_21_left.npy,1,test
83,83,../data/features/pca_500/movl_21_right.npy,1,train
84,84,../data/features/pca_500/movl_22_left.npy,1,train
85,85,../data/features/pca_500/movl_22_right.npy,1,test
86,86,../data/features/pca_500/movl_23_left.npy,1,test
87,87,../data/features/pca_500/movl_23_right.npy,1,train
88,88,../data/features/pca_500/movr_01_left.npy,1,train
89,89,../data/features/pca_500/movr_01_right.npy,1,train
90,90,../data/features/pca_500/movr_02_left.npy,1,test
91,91,../data/features/pca_500/movr_02_right.npy,1,train
92,92,../data/features/pca_500/movr_03_left.npy,1,train
93,93,../data/features/pca_500/movr_03_right.npy,1,train
94,94,../data/features/pca_500/movr_04_left.npy,1,test
95,95,../data/features/pca_500/movr_04_right.npy,1,train
96,96,../data/features/pca_500/movr_05_left.npy,1,train
97,97,../data/features/pca_500/movr_05_right.npy,1,train
98,98,../data/features/pca_500/movr_06_left.npy,1,train
99,99,../data/features/pca_500/movr_06_right.npy,1,train
100,100,../data/features/pca_500/movr_07_left.npy,1,train
101,101,../data/features/pca_500/movr_07_right.npy,1,train
